z0_1, z0_2, z0_3, z0_4, Zopt_1, Zopt_2, Zopt_3, Zopt_4, Zopt_5, Zopt_6, n,sigma_1, sigma_2, sigma_3
2.3925287076309516,0.5337635061208151,2.8739282112149565,0.9697932452389889,3.141586447576795,3.1415430517464222,1.1200499251162508,0.7853981632141722,8.068874732239365,-0.5000003453287232,2066,3,2,1
0.24173453886086574,1.7584471938311892,0.402636068959694,0.7695962099395914,3.141592387431535,3.138526425898113,0.03689679107945931,1.5707976566587418,2.6285515585391717,-1.1045466386474283,11,1,2,3
2.048672635333697,1.2097949718268437,2.8436343508356385,0.883356016401887,1.40351322447462,0.31330113258359815,1.6827448790315458,0.5004596925436198,10.204036327250186,-0.49999999999999994,2613,2,1,3
2.662040661735248,0.34065073842962873,1.0149415780533966,2.327990565804326,3.1415871136726263,2.424727085781342e-13,1.593746620988423,2.3561944901900174,10.265859920045163,-0.4953362770771757,2613,2,1,3
2.5532651146652174,1.8653772913971383,0.41966379276153687,1.1652976228049168,2.1843912598811093,2.4786081683686585,7.209297627467333e-14,1.0160787482731353,15.213149903764881,-0.4396760834387057,3712,2,1,3
1.6736817999840712,1.5305695815608151,0.6433878615754757,2.5321320133877117,2.1036654817833966,2.1260902232883865,1.3882228699912957e-12,1.9564308079231305,12.124510489048546,-0.509045077203526,3126,1,2,3
1.052354411793466,2.820399307053259,1.6636428491293462,1.2298046093974777,1.0550353610645962,2.113917467436113,0.2868008912436938,2.198655463242948,16.700577175335503,-0.5217488314269023,4390,2,1,3
1.837936056636179,2.4915077441397195,2.7345639266130184,1.6717045430165547,3.1415907779659507,3.138747154104211,2.072757661949072,3.1415923024997956,1.8502261005208667,-0.49999968400083367,474,3,2,1
1.6126154740547696,1.6810930419467363,2.1336602238789384,0.6252057797602201,1.8466237460059387,2.2367251548868095,0.4623268605748896,0.7444981678622145,13.84490051988944,-0.5404667198173471,3679,2,1,3
0.6153552125070609,2.861537476330859,1.3785268229544703,2.9665206539082978,0.021979483568942706,3.0655981885727774,0.2361396110621934,0.6809822042269376,0.0016431128952665555,-0.505814687015681,1,1,3,2
0.5584611769265428,0.9128054362541042,2.7808408523247072,1.7128857972388942,0.00877994681856,1.6839344815395074,3.080184377743423,1.57326739157831,6.492110805573552,-0.5000001376898656,1664,1,2,3
1.8763028443256744,2.0120989070368176,1.085212313121868,1.433839263364827,3.1415884092722215,2.244348934910855,1.6826771907005067,1.5167037500817224,7.543152829227067,-0.500000003765582,1932,1,2,3
2.853481569212236,0.28484126375086605,0.8282414339734303,2.476738156585075,1.7994613270398507,1.00050083248544,1.7433057847157152,1.197983473911462,16.333468453358428,-0.49999999705892506,4182,1,2,3
2.471752094925264,1.1418579128006388,1.2845453351925582,1.3193857087059295,2.3736603595859203,1.1354021689990026,1.458980625262077,1.9112455544845917,18.46978655328524,-0.49999999909787857,4729,1,3,2
1.3760064365599098,2.28959559983094,2.5930347632432356,0.5304312462156611,0.9477136249503585,2.2229081798472814,1.6194481276575727,0.23795474655747081,14.868440769346853,-0.49999963049323587,3807,3,2,1
0.6201883082293219,1.1700747710474655,0.6865730715731022,3.0238742402305454,0.22610196793324144,1.6895670768774236,0.568319296521182,1.577495155205674,-1.1460039689214825e-15,-0.5000000000000002,0,1,2,3
1.828655411028745,1.544174357513127,2.367616238804321,2.779346874908939,3.1415923602563223,5.2840473337366685e-9,1.7981075424858413,3.14159265358979,1.9101569121209206e-16,-0.4999999999999999,1,2,1,3
2.7726447929208424,2.072054551714761,2.5081091577950074,2.4697140426745268,3.141591904889887,3.141592491538625,0.4852210855152969,2.644939514388761,5.4260903846885995,-0.5000000248532223,1390,3,1,2
1.7935274404791994,1.1815164109309821,1.203576678506401,1.1754457558901892,0.8619580015301463,0.05808195638128666,0.5029204383394102,1.3079602736500455,14.413518695674858,-0.624331330250216,4155,1,2,3
1.2869450848852257,0.35918803558440804,1.7995794240190166,1.112648314427129,1.7830727330937577,5.695047085930954e-7,2.1059761832257475,0.9851813553336184,8.294028182020806,-0.5080023062739168,2149,1,2,3
0.06615519137627533,0.98812614800261,3.029818630944526,2.4932921005037434,2.439143450867316,3.0042572554039992,0.45742920814552157,3.0915142224214125,3.84771051321617,-0.6595381807179599,3,1,3,2
0.534951090074387,2.750680552170537,0.6711070963383525,2.287882087170276,0.9223948875284607,0.0,0.0,2.9722652262938714,3.722817547910419,-0.6427932138939623,1057,1,2,3
3.087391932086688,1.103859673557852,1.4773172698218582,2.987980436988823,3.141592653589788,0.7530832779946753,1.6778087252911502,2.430925179862301,14.478409831758349,-0.49555614227025385,3686,2,1,3
2.0900847273023633,1.0820350524554558,1.4817432619204531,3.126435272852558,3.141583974824857,1.6830981053317373e-12,1.5937466209848463,2.35619449018663,10.265859920023505,-0.4953362770787909,2613,2,1,3
3.0529450197198993,2.311539430131953,0.01210216715794902,2.4822993562635434,3.1415856015849837,3.141585787883043,0.485221394226103,2.067449468685594,12.208703613190432,-0.49999999964336994,3126,1,2,3
1.102430563931366,0.38564243934978915,2.058574204972765,2.2455955654432223,1.2436573932736363,1.575503553494061e-5,3.2306475228729192e-15,1.7185688259629917,14.899599253147526,-0.47060098876000156,3748,1,3,2
3.1397820193357577,0.8292944570665485,2.3391827665444835,2.6889034020808835,3.1415926535897887,6.108617658126814e-15,1.9203225200814669,2.617993877991494,8.07761953153696,-0.5101677978352882,2097,1,3,2
2.1847678984669927,2.3216228544103457,0.33331550395720233,0.8049084021636483,2.197488387034437,1.8663569373369673,1.509903313490213e-14,1.384127119207888,15.989721129724668,-0.5007258481428377,4098,3,2,1
2.7693056038436206,1.4039540254343712,3.136771287839885,2.9026231364127373,1.7994613578466565,1.000500835507531,1.7433057956356213,2.7687798033988664,16.33346848325405,-0.4999999955853416,4182,1,2,3
1.1263300369846843,0.5352914079686181,2.18492119803691,1.7513053297915533,1.1976636387536796,1.3633068181861146e-5,2.9707974278472653,1.7136514484944985,17.136477143807184,-0.5000000009532642,4387,1,3,2
