list1_1,list1_2,list1_3,list1_4,list1_5,list2_1,list2_2,list2_3,list2_4,list2_5,list3_1,list3_2,list3_3
1.3208846394211993,9.826415785652747e-8,3.1415925853810034,2.283571875386153,-2.0315665106748774e-8,1.3324765766805946,-1.9152472740263753e-10,3.141575730158462,-3.9991401712120758,-4.986260292772421e-6,"(1, 3, 2)",21.0,-0.5000000000000001
